country	code	name	postcode	town	address	adr2	lat	lng
Csongrád	HU-333-TH-00021	Kinizsi 2000 Zrt.	6625	Fábiánsebestyén	Külső dűlő 111.	Külső dűlő 111. , 6625 , Fábiánsebestyén	46,6700335	20,4500103
Csongrád	HU-333-TH-00020	Nagymágocsi Farmer Kft.	6622	Nagymágocs	Lajosszállás 0219 hrsz.	Lajosszállás 0219 hrsz. , 6622 , Nagymágocs	46,5857132	20,4833875
Csongrád	HU-333-TH-00019	Puskin Tej Kft.	6635	Szegvár	III. kerület 9.	III. kerület 9. , 6635 , Szegvár	47,5671768	19,0368517
Csongrád	HU-333-TH-00012	Bonavitus Kft.	6792	Zsombó	Márták dűlő 23.	Márták dűlő 23. , 6792 , Zsombó	46,3334469	20,0146558
Csongrád	HU-333-TH-00041	Csanyteleki Agrárszövetkezet	6647	Csanytelek	Tisza út 18/A	Tisza út 18/A , 6647 , Csanytelek	46,5976253	20,1170629
Csongrád	HU-333-TH-00046	Magony Ferenc	6640	Csongrád	Tanya 80.	Tanya 80. , 6640 , Csongrád	46,7191121	20,1066628
Csongrád	HU-333-TH-00051	Baranyi Csaba	6775	Kiszombor	Szántó Kovács J. u. 52.	Szántó Kovács J. u. 52. , 6775 , Kiszombor	46,188182	20,4405905
Csongrád	HU-333-TH-00050	Győri Imre	6900	Makó	Ugar tanya 50/3.	Ugar tanya 50/3. , 6900 , Makó	46,2533903	20,5204597
Csongrád	HU-333-TH-00047	Kovács László	6900	Makó	Ószegedi út 16.	Ószegedi út 16. , 6900 , Makó	46,2149125	20,4541311
Csongrád	HU-333-TH-00049	Mészáros Andor	6922	Földeák	Táncsics Mihály u. 52.	Táncsics Mihály u. 52. , 6922 , Földeák	46,32214	20,4930471
Csongrád	HU-333-TH-00052	Gut Pál	6646	Tömörkény	Bánomhegyi dűlő 53.	Bánomhegyi dűlő 53. , 6646 , Tömörkény		
Csongrád	HU-333-TH-00054	Keller Józsefné	6645	Felgyő	V.k. 47.	V.k. 47. , 6645 , Felgyő	46,6570332	20,0941641
Csongrád	HU-333-TH-00053	Varga Pálné	6640	Csongrád	Tanya 224	Tanya 224 , 6640 , Csongrád	46,7085028	20,0875196
Csongrád	HU-333-TH-00065	Héjja Attila	6800	Hódmezővásárhely	Bordás Tanya 4013	Bordás Tanya 4013 , 6800 , Hódmezővásárhely	46,4017323	20,284997
Csongrád	HU-333-TH-00066	Kristó Zoltán	6800	Hódmezővásárhely	Gosztonyi J. u. 6.	Gosztonyi J. u. 6. , 6800 , Hódmezővásárhely	46,4033301	20,3031336
Csongrád	HU-333-TH-00067	Németh Zsolt	6821	Székkutas	Gosztonyi J. u. 6.	Gosztonyi J. u. 6. , 6821 , Székkutas	46,5061804	20,5301817
Csongrád	HU-333-TH-00073	Rébék Nagy Sándorné	6800	Hódmezővásárhely	Tanya 2046.	Tanya 2046. , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00069	Dajka Andrásné	6821	Székkutas	Hrsz.: 0331/4 és 0332/19	Hrsz.: 0331/4 és 0332/19 , 6821 , Székkutas	46,5063976	20,537673
Csongrád	HU-333-TH-00070	Forrai István Lajosné	6800	Hódmezővásárhely	Dózsa György u. 93.	Dózsa György u. 93. , 6800 , Hódmezővásárhely	46,4256934	20,3086354
Csongrád	HU-333-TH-00068	Bánfiné Vári Helga	6800	Hódmezővásárhely	Hrsz.: 839/8	Hrsz.: 839/8 , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00071	Gyapjas Sándor	6800	Hódmezővásárhely	Hrsz.: 2024	Hrsz.: 2024 , 6800 , Hódmezővásárhely	46,4181262	20,3300315
Csongrád	HU-333-TH-00072	Paksi Márta	6800	Hódmezővásárhely	Tanya 4285	Tanya 4285 , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00074	Török Imre	6800	Hódmezővásárhely	Hrsz: 0323/5	Hrsz: 0323/5 , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00081	Kiss István	6630	Mindszent	Ady E. u. 48.	Ady E. u. 48. , 6630 , Mindszent	46,5322041	20,1891368
Csongrád	HU-333-TH-00075	Bugyi Imréné	6630	Mindszent	Táncsics Mihály u. 8.	Táncsics Mihály u. 8. , 6630 , Mindszent	46,5275932	20,1810797
Csongrád	HU-333-TH-00076	Csende László	6800	Hódmezővásárhely	Szikács, Petófi Sándor u. 14.	Szikács, Petófi Sándor u. 14. , 6800 , Hódmezővásárhely	46,361015	20,4478717
Csongrád	HU-333-TH-00078	Karácsonyi Pál	6800	Hódmezővásárhely	Tanya 1024.	Tanya 1024. , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00079	Kis Lajosné	6800	Hódmezővásárhely	Róka u. 16.	Róka u. 16. , 6800 , Hódmezővásárhely	46,4225668	20,34079
Csongrád	HU-333-TH-00064	Olasz Sándor	6800	Hódmezővásárhely	Tanya 4012	Tanya 4012 , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00061	Takács Istvánné	6630	Mindszent	Tanya 446	Tanya 446 , 6630 , Mindszent	46,5351962	20,2113783
Csongrád	HU-333-TH-00083	Kapunovics József	6800	Hódmezővásárhely	Kert u. 28.	Kert u. 28. , 6800 , Hódmezővásárhely	46,4239889	20,3483064
Csongrád	HU-333-TH-00084	Ménesi István	6800	Hódmezővásárhely	Hrsz: 20951	Hrsz: 20951 , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00085	Oláh Sándor	6800	Hódmezővásárhely	Délibáb u. 37.	Délibáb u. 37. , 6800 , Hódmezővásárhely	46,4080026	20,349716
Csongrád	HU-333-TH-00082	Kristó Zoltánné	6636	Mártély	Hrsz.: 0/22 és Hmvhely Gosztonyi J u. 6.	Hrsz.: 0/22 és Hmvhely Gosztonyi J u. 6. , 6636 , Mártély	46,4682451	20,2416146
Csongrád	HU-333-TH-00062	Ördögné Kiss Mónika	6630	Mindszent	Áchim András u. 3.	Áchim András u. 3. , 6630 , Mindszent	46,5186282	20,1913567
Csongrád	HU-333-TH-00060	Végh Mihály	6800	Hódmezővásárhely	Tanya 6.	Tanya 6. , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00063	Révész Pál Zoltánné	6800	Hódmezővásárhely	Hrsz.: 5993	Hrsz.: 5993 , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00057	Tülkös István	6766	Dóc	Petőfi Sándor u. 4.	Petőfi Sándor u. 4. , 6766 , Dóc	46,4391713	20,1342414
Csongrád	HU-333-TH-00059	Faragó Tibor	6766	Dóc	Kossuth u. 7-9.	Kossuth u. 7-9. , 6766 , Dóc		
Csongrád	HU-333-TH-00056	Korom Lajos	6766	Dóc	Bodorszék 47.	Bodorszék 47. , 6766 , Dóc	46,435295	20,075058
Csongrád	HU-333-TH-00055	Balog János	6795	Csengele	Tanya 213	Tanya 213 , 6795 , Csengele	46,5490745	19,8331884
Csongrád	HU-333-TH-00058	Faragó Sándor	6766	Dóc	József A. u. 4.	József A. u. 4. , 6766 , Dóc		
Csongrád	HU-333-TH-00086	Palotás Ferencné	6767	Ópusztaszer	Karakás telep 485.	Karakás telep 485. , 6767 , Ópusztaszer	46,4766783	20,0314399
Csongrád	HU-333-TH-00088	Némethné Blazsek Zsuzsanna	6795	Csengele	Tanya 640.	Tanya 640. , 6795 , Csengele	46,5454215	19,837983
Csongrád	HU-333-TH-00046	Magony Ferenc	6640	Csongrád	Tanya 80.	Tanya 80. , 6640 , Csongrád	46,7191121	20,1066628
Csongrád	HU-333-TH-00090	Pigniczki László	6760	Kistelek	Tanya 309	Tanya 309 , 6760 , Kistelek	46,4692544	19,9796433
Csongrád	HU-333-TH-00087	Sipos Sándorné	6767	Ópusztaszer	Testhalom 41.	Testhalom 41. , 6767 , Ópusztaszer		
Csongrád	HU-333-TH-00091	Sutka László	6764	Balástya	Gajgonya tanya, 198	Gajgonya tanya, 198 , 6764 , Balástya	46,444071	20,019178
Csongrád	HU-333-TH-00089	Horváth József Lászlóné	6762	Sándorfalva	Csúzdi dűlő 20	Csúzdi dűlő 20 , 6762 , Sándorfalva	46,4202205	20,1122446
Csongrád	HU-333-TH-00094	Bito Lászlo	6764	Balástya	Gajgonya tanya, 287	Gajgonya tanya, 287 , 6764 , Balástya	46,4583889	20,011365
Csongrád	HU-333-TH-00093	Mucsi Sándor	6764	Balástya	Tanya 494	Tanya 494 , 6764 , Balástya	46,4176471	19,978175
Csongrád	HU-333-TH-00092	Maczik Sándor	6764	Balástya	Gajgonya tanya 382	Gajgonya tanya 382 , 6764 , Balástya	46,4330799	20,055844
Csongrád	HU-333-TH-00105	Sutka László	6785	Pusztamérges	III. kerület 116.	III. kerület 116. , 6785 , Pusztamérges	46,3443098	19,7206843
Csongrád	HU-333-TH-00102	Négyökrű Istvánné	6785	Pusztamérges	Kossúth u. 97.	Kossúth u. 97. , 6785 , Pusztamérges	46,323885	19,690827
Csongrád	HU-333-TH-00103	Lajkó Dániel	6793	Forráskút	Gyapjas dűlő 7/1	Gyapjas dűlő 7/1 , 6793 , Forráskút	46,376777	19,897436
Csongrád	HU-333-TH-00104	Varga Lajos	6782	Mórahalom	VII. kerület 189.	VII. kerület 189. , 6782 , Mórahalom	47,5027289	19,073376
Csongrád	HU-333-TH-00100	Tari József	6794	Üllés	Árpád dűlő 112.	Árpád dűlő 112. , 6794 , Üllés	46,341791	19,799594
Csongrád	HU-333-TH-00098	Rokolya Kálmán	6787	Zákányszék	Tanya 392	Tanya 392 , 6787 , Zákányszék	46,2701854	19,8333273
Csongrád	HU-333-TH-00109	Szabó Tamás	6769	Pusztaszer	Tanya 254	Tanya 254 , 6769 , Pusztaszer	46,529323	19,992142
Csongrád	HU-333-TH-00108	Szabó Sándor	6769	Pusztaszer	Tanya 254	Tanya 254 , 6769 , Pusztaszer	46,529323	19,992142
Csongrád	"HU-333-TH-
000106"	Ördögh Gábor	6781	Domaszék	Tanya 421	Tanya 421 , 6781 , Domaszék	46,2466283	19,9990365
Csongrád	HU-333-TH-00107	Túri Béla	6646	Tömörkény	Újmajori dűlő 39.	Újmajori dűlő 39. , 6646 , Tömörkény	46,616763	20,0417139
Csongrád	HU-333-TH-00097	Csányi Tibor László	6800	Hódmezővásárhely	Tanya 2032	Tanya 2032 , 6800 , Hódmezővásárhely	46,292077	20,4221669
Csongrád	HU 333 TH 00110	Kovács István Józsefné	6767	Ópusztaszer	Kis-zer hrsz.: 228.	Kis-zer hrsz.: 228. , 6767 , Ópusztaszer	46,4957061	20,0665358
Csongrád	HU 333 TH 00111	Németh Jánosné	6794	Üllés	Dorozsmai út 1.	Dorozsmai út 1. , 6794 , Üllés	46,3386585	19,8576835
Csongrád	HU-333-TH-00117	Vass Mihály Alex	6793	Forráskút	Gyapjas dűlő 43/1	Gyapjas dűlő 43/1 , 6793 , Forráskút	46,381031	19,9011431
Fejér	HU-211-TH-00009	"Agárdi Farm Állattenyésztő és
Növénytermelő Kft."	8111	Seregélyes	Elzamajor 0101/34 , 40 , 0108 hrsz.	Elzamajor 0101/34 , 40 , 0108 hrsz. , 8111 , Seregélyes	47,1445595	18,5737511
Fejér	HU-211-TH-00004	Agrobaracs Mezőgazdasági Zrt.	2427	Baracs Apátszállás	067/2, 069/2 hrsz	067/2, 069/2 hrsz , 2427 , Baracs Apátszállás	46,9136378	18,8682981
Fejér	HU-211-TH-00005	"Annamajori Mezőgazdasági és
Kereskedelmi Kft."	2471	Baracska	072/6 hrsz	072/6 hrsz , 2471 , Baracska	47,2741881	18,7640715
Fejér	HU-211-TH-00001	Arany János Mezőgazdasági Kft.	7011	Alap	Tavasz major 1. 0337/1 hrsz	Tavasz major 1. 0337/1 hrsz , 7011 , Alap		
Fejér	HU-211-TH-00047	Aranybulla Mg Tsz. Zrt.	8000	Székesfehérvár	020216/4 hrsz.	020216/4 hrsz. , 8000 , Székesfehérvár	47,1980222	18,4351262
Fejér	HU-211-TH-00011	"Bicskei Mezőgazdasági Termelő és
Szolgáltató Zrt."	2091	Etyek	Ödönmajor 078,081, 082 hrsz.	Ödönmajor 078,081, 082 hrsz. , 2091 , Etyek	47,4267359	18,7708124
Fejér	HU-211-TH-00044	Cucer István	8143	Sárszentmihály	026/4 hrsz	026/4 hrsz , 8143 , Sárszentmihály	47,1634572	18,3394341
Fejér	HU-211-TH-00038	Cseprekál István	2465	Ráckersztúr	059/2 hrsz	059/2 hrsz , 2465 , Ráckersztúr	47,2834016	18,8290649
Fejér	HU-211-TH-00015	Csilléri Zoltán	7013	Cece	Széchenyi u. 17	Széchenyi u. 17 , 7013 , Cece	46,7621589	18,633152
Fejér	HU-211-TH-00034	Egyetértés Mezőgazdasági Kft.	8154	Polgárdi	Bálint major 394/2	Bálint major 394/2 , 8154 , Polgárdi	47,0631084	18,3041273
Fejér	HU-211-TH-00008	Enyingi Agrár Zrt.	8155	"Polgárdi
Kiscséripuszta"	0265/10, 0265/11,0265/8,0265/9 hrsz	0265/10, 0265/11,0265/8,0265/9 hrsz , 8155 , Polgárdi Kiscséripuszta		
Fejér	HU-211-TH-00006	Erigeron 1949 Kft.	2456	Besnyő	Szarvasmarhatelep	Szarvasmarhatelep , 2456 , Besnyő	47,1892568	18,7936832
Fejér	HU-211-TH-00039	Forster József	7000	Sárbogárd	0916/4 hrsz	0916/4 hrsz , 7000 , Sárbogárd	46,879104	18,6213353
Fejér	HU-211-TH-00041	Fülöpné Szigeti Zsuzsanna	8143	Sárszentmihály	Kossúth u. 35.	Kossúth u. 35. , 8143 , Sárszentmihály	47,156923	18,337816
Fejér	HU-211-TH-00028	Isztiméri Bakony Mg Kft.	8045	Isztimér	Hrsz 0281	Hrsz 0281 , 8045 , Isztimér	47,2736195	18,2075181
Fejér	HU-211-TH-00048	Gorsium Tej Kft.	8121	Tác	0308/2 hrsz	0308/2 hrsz , 8121 , Tác		
Fejér	HU-211-TH-00040	Habi Tamás	8143	Sárszentmihály	Bagódomb	Bagódomb , 8143 , Sárszentmihály	47,1537282	18,3235014
Fejér	HU-211-TH-00016	Kuzsmiczkiné Szabó Márta	7013	Cece	0310/2 hrsz	0310/2 hrsz , 7013 , Cece	46,7693776	18,6541282
Fejér	HU-211-TH-00013	Lajoskomáromi Tejtermelő Kft.	8136	Lajoskomárom	062/44 hrsz	062/44 hrsz , 8136 , Lajoskomárom	46,8582522	18,3270466
Fejér	HU-211-TH-00030	Magyaralmási Agrár Zrt.	8071	Magyaralmás	Központi telep	Központi telep , 8071 , Magyaralmás	47,3002905	18,335932
Fejér	HU-211-TH-00010	"Mezőfalvi Mezőgazdasági Termelő és
Szolgáltató Kft."	2434	Hantos	Világospuszta 069/3	Világospuszta 069/3 , 2434 , Hantos	46,9806514	18,7103863
Fejér	HU-211-TH-00031	"Mezőföldi Mezőgazdasági
Szövetkezet"	7017	Mezőszilas	0245/26 hrsz.	0245/26 hrsz. , 7017 , Mezőszilas	46,8221231	18,4588212
Fejér	HU-211-TH-00029	Mohai Gábor	8136	Lajoskomárom	Köztársaság u. 17.	Köztársaság u. 17. , 8136 , Lajoskomárom	46,8485749	18,396856
Fejér	HU-211-TH-00042	Pados Zoltán	8143	Sárszentmihály	032 hrsz	032 hrsz , 8143 , Sárszentmihály	47,1634572	18,3394341
Fejér	HU-211-TH-00036	Pálhalmi Agrospeciál kft.	2459	Rácalmás	Hangos puszta 0191/1 hrsz	Hangos puszta 0191/1 hrsz , 2459 , Rácalmás	47,0261765	18,9163481
Fejér	HU-211-TH-00046	Pélpusztai Mg Tsz.	8139	"Szabadhígvég -
Pélpuszta"	0156/6 hrsz	0156/6 hrsz , 8139 , Szabadhígvég - Pélpuszta		
Fejér	HU-211-TH-00045	Pölöskei Gyuláné	8138	Szabadhídvég	Hegyalja utca 1.	Hegyalja utca 1. , 8138 , Szabadhídvég	46,8216756	18,2758166
Fejér	HU-211-TH-00037	"Prograg-Agrárcentrum
Mezőgazdasági és Termelő Kft."	2465	Ráckeresztúr	0201/1, 0201/2, 0203/10, 0203/12 hrsz	0201/1, 0201/2, 0203/10, 0203/12 hrsz , 2465 , Ráckeresztúr	47,461894	18,9961391
Fejér	HU-211-TH-00012	Pusztavámi Tejszövetkezet Zrt.	8086	Pusztvám	072/2 hrsz	072/2 hrsz , 8086 , Pusztvám	47,4297438	18,2317401
Fejér	HU-211-TH-00032	Sárkeresztesi Mg. Zrt.	8042	Moha	052/4 hrsz	052/4 hrsz , 8042 , Moha		
Fejér	HU-211-TH-00014	Sereg Tej Kft.	8111	Seregélyes	Pálinkaháza 0543/3 hrsz	Pálinkaháza 0543/3 hrsz , 8111 , Seregélyes	47,1001429	18,5834528
Győr-Sopron	HU-221-TH-00051	Zöld Mező Mg Tsz.	9181	Kunsziget	Központi telep	Központi telep , 9181 , Kunsziget	47,7385858	17,5176565
Győr-Sopron	HU-221-TH-00048	Inícia Zrt.	9141	Ikrény	Vasút sor 1.	Vasút sor 1. , 9141 , Ikrény	47,6937592	17,5375539
Győr-Sopron	HU-221-TH-00053	Mórich Kft.	9131	Mórichida	Téti u. 1.	Téti u. 1. , 9131 , Mórichida	47,5106437	17,4364564
Győr-Sopron	HU-221-TH-00050	Horváth Józsefné	9131	Mórichida	Fő u. 152	Fő u. 152 , 9131 , Mórichida	47,5171377	17,4129699
Győr-Sopron	HU-221-TH-00042	Kisalföldi Mg Tsz	9072	Nagyszentjános	Fő u. 2.	Fő u. 2. , 9072 , Nagyszentjános	47,7092998	17,8721203
Győr-Sopron	HU-221-TH-00046	Bakonyi Agrár Kft.	8438	Veszprémvarsány	Központi telep	Központi telep , 8438 , Veszprémvarsány	47,4109741	17,8422328
Győr-Sopron	HU-221-TH-00045	Bakonyi Agrár Mg Tsz.	8434	Románd	Külterület 012/2 hrsz.	Külterület 012/2 hrsz. , 8434 , Románd		
Győr-Sopron	HU-221-TH-00047	"Agro-Milch Mezőgazdasági és
Szolgáltató Kft."	8438	Veszprémvarsány	Központi telep	Központi telep , 8438 , Veszprémvarsány	47,4109741	17,8422328
Győr-Sopron	HU-221-TH-00044	"Bosflór Mezőgazdasági és Szolgáltató
Kft."	8434	Románd	Külterület 012/2 hrsz.	Külterület 012/2 hrsz. , 8434 , Románd		
Győr-Sopron	HU-221-TH-00039	Tóth Lajos	9082	Nyúl	Potyondi u. 1.	Potyondi u. 1. , 9082 , Nyúl	47,5893214	17,6998809
Győr-Sopron	HU-221-TH-00049	Horváth Imre	9086	Töltéstava	Széchenyi u. 03.	Széchenyi u. 03. , 9086 , Töltéstava	47,6289251	17,7419779
Győr-Sopron	HU-221-TH-00052	Huszár Viktor	9141	Ikrény	Ószhelypuszta	Ószhelypuszta , 9141 , Ikrény	47,6743009	17,4954817
Győr-Sopron	HU-221-TH-00040	Kisalföldi Mg Tsz	9072	Nagyszentjános	Tejtermelő gazdaság	Tejtermelő gazdaság , 9072 , Nagyszentjános	47,704141	17,8792701
Győr-Sopron	HU-221-TH-00041	Kisalföldi Mg Tsz	9072	Rétalap-Balogh	Tejtermelő gazdaság	Tejtermelő gazdaság , 9072 , Rétalap-Balogh	47,6072246	17,9071507
Győr-Sopron	HU-221-TH-00073	Mihályi Agrár Zrt.	9363	Gyóró	Külterület 053/7 hrsz.	Külterület 053/7 hrsz. , 9363 , Gyóró	47,49714	17,0332921
Győr-Sopron	HU-221-TH-00005	Tóth Lajos	9327	Rábasebes	Fő u. 17 . 68 hrsz	Fő u. 17 . 68 hrsz , 9327 , Rábasebes	47,4392738	17,2423807
Győr-Sopron	HU-221-TH-00012	Rábamenti Mezőgazdasági Kft.	9344	Rábakecöl	Szarvasmarha telep 042/10 hrsz	Szarvasmarha telep 042/10 hrsz , 9344 , Rábakecöl	47,4324946	17,1126349
Győr-Sopron	HU-221-TH-00013	Extra Tej Tejtermelő Kft.	9343	Beled	Külterület 0161/12 hrsz	Külterület 0161/12 hrsz , 9343 , Beled	47,4662675	17,0959263
Győr-Sopron	HU-221-TH-00007	Németh Vilmos	9365	Dénesfa	Ady u. 37. 071/16 hrsz.	Ady u. 37. 071/16 hrsz. , 9365 , Dénesfa	47,4558445	17,0335351
Győr-Sopron	HU-221-TH-00019	Szabó László	9165	Rábcakapi	Szabó major Külterület 044/12 hrsz.	Szabó major Külterület 044/12 hrsz. , 9165 , Rábcakapi	47,7079835	17,2755839
Győr-Sopron	HU-221-TH-00018	Győrig Zoltán	9165	Rábcakapi	Szabó major Külterület 015/1 hrsz.	Szabó major Külterület 015/1 hrsz. , 9165 , Rábcakapi	47,7079835	17,2755839
Győr-Sopron	HU-221-TH-00054	Szabó Zsolt	9145	Bágyogszovát	"Bágyogi Szarvasmarha telep Külterület
0174/3 hrsz."	Bágyogi Szarvasmarha telep Külterület 0174/3 hrsz. , 9145 , Bágyogszovát	47,5866036	17,3617273
Győr-Sopron	HU-221-TH-00001	Cankó 2000 Kft.	9324	Bogyoszló	Központi telep 014/27 hrsz	Központi telep 014/27 hrsz , 9324 , Bogyoszló	47,5609657	17,1850606
Győr-Sopron	HU-221-TH-00002	Hektáros Kft.	9321	Farád	Prépost major 0830/14 hrsz	Prépost major 0830/14 hrsz , 9321 , Farád		
Győr-Sopron	HU-221-TH-00010	Takács László	9167	Bősárkány	Külterület 026/9 hrsz	Külterület 026/9 hrsz , 9167 , Bősárkány	47,6881947	17,2507143
Győr-Sopron	HU-221-TH-00016	Kónyi Haladás Mezőgazdasági Kft.	9144	Kóny	0122/5 hrsz	0122/5 hrsz , 9144 , Kóny	47,6233313	17,3631465
Győr-Sopron	HU-221-TH-00022	Mihályi Agrár Zrt.	9342	Mihályi	44 hrsz	44 hrsz , 9342 , Mihályi	47,5076026	17,0969811
Győr-Sopron	HU-221-TH-00014	"Magyarkeresztúri Mezőgazdasági
Faluszövetkezet"	9346	Magyarkeresztúr	06 hrsz	06 hrsz , 9346 , Magyarkeresztúr	47,5200063	17,1660121
Győr-Sopron	HU-221-TH-00017	Tejtermelő Kft.	9300	Csorna	Bartók Béla u. 68	Bartók Béla u. 68 , 9300 , Csorna	47,594481	17,2482379
Győr-Sopron	HU-221-TH-00009	Dózsa Mezőgazdasági Zrt.	9371	Szany	042/22 hrsz	042/22 hrsz , 9371 , Szany	47,4620733	17,3027671
Győr-Sopron	HU-221-TH-00020	Rábapordányi Mezőgazdasági Zrt.	9146	Rábapordány	097/1	097/1 , 9146 , Rábapordány	47,5643699	17,3189648
Győr-Sopron	HU-221-TH-00011	Hanság Szövetkezet	9167	Bősárkány	02613 hrsz	02613 hrsz , 9167 , Bősárkány	47,6881947	17,2507143
Győr-Sopron	HU-221-TH-00015	Mészáros Szabolcs	9324	Bogyoszló	Fő u. 41.	Fő u. 41. , 9324 , Bogyoszló	47,5609657	17,1850606
Győr-Sopron	HU-221-TH-00023	Horváthné Kiss Mihály Judit	9330	Kapuvár	010/18 hrsz	010/18 hrsz , 9330 , Kapuvár	47,6574419	17,010052
Győr-Sopron	HU-221-TH-00003	Lang Kft.	9314	Egyed	039 hrsz.	039 hrsz. , 9314 , Egyed	47,5213756	17,3352132
Győr-Sopron	HU-221-TH-00024	Nyerges András	9352	Veszkény	095/7-8-9 hrsz	095/7-8-9 hrsz , 9352 , Veszkény	47,5969056	17,0891913
Győr-Sopron	HU-221-TH-00004	Mezőgold 21 Kft.	9345	Páli	Új Major	Új Major , 9345 , Páli		
Győr-Sopron	HU-221-TH-00008	"Hidráns Mezőgazdasági és Mg
Szolgáltató Kft."	9326	Szil	0232/1 hrsz	0232/1 hrsz , 9326 , Szil	47,5014161	17,2327981
Győr-Sopron	HU-221-TH-00038	"Fertődi Zöld Mező Mezőgazdasági
Szövetkezet"	9431	Fertőd	0189/3	0189/3 , 9431 , Fertőd	47,6323404	16,9086457
Győr-Sopron	HU-221-TH-00037	Hegykői Mezőgazdasági Zrt.	9437	Hegykő	024/77	024/77 , 9437 , Hegykő	47,6332639	16,8019057
Győr-Sopron	HU-221-TH-00029	"Lajta Hanság Mezőgazdasági
Termelő Kereskedelmi és Szolgáltató
Zrt."	9200	Mosonmagyaróvár	Háromtölgy u. 2.	Háromtölgy u. 2. , 9200 , Mosonmagyaróvár	47,8922447	17,2722082
Győr-Sopron	HU-221-TH-00036	Nagy Ferenc és Nagy Zoltán Ferenc	9431	Fertőd	Mező u. 11	Mező u. 11 , 9431 , Fertőd	47,621652	16,896239
Győr-Sopron	HU-221-TH-00027	Rongits Ferenc	9231	Máriakálnok	Major 094/11 hrsz	Major 094/11 hrsz , 9231 , Máriakálnok	47,8571676	17,3289412
Győr-Sopron	HU-221-TH-00025	Darnózseli Agrár Zrt.	9232	Darnózseli	Darnói Major 0103 hrsz	Darnói Major 0103 hrsz , 9232 , Darnózseli	47,8540819	17,4141714
Győr-Sopron	HU-221-TH-00032	"Lajta Hanság Mezőgazdasági
Termelő Kereskedelmi és Szolgáltató
Zrt."	9200	Jánossomorja	Hanságliget	Hanságliget , 9200 , Jánossomorja	47,72	17,2155556
Győr-Sopron	HU-221-TH-00030	"Lajta Hanság Mezőgazdasági
Termelő Kereskedelmi és Szolgáltató
Zrt."	9200	Károlyháza	Külterület	Külterület , 9200 , Károlyháza	47,8032696	17,3446363
Győr-Sopron	HU-221-TH-00031	"Lajta Hanság Mezőgazdasági
Termelő Kereskedelmi és Szolgáltató
Zrt."	9200	Mosonszolnok	Külterület	Külterület , 9200 , Mosonszolnok	47,8637956	17,2532867
Győr-Sopron	HU-221-TH-00035	Nyugati Kapu TKSZSZ	9221	Levél	Külterület 0106/16 hrsz	Külterület 0106/16 hrsz , 9221 , Levél	47,8946415	17,2016497
Győr-Sopron	HU-221-TH-00028	"Dunakiliti Agrár Termelő és
Kereskedelmi Zrt."	9225	Dunakiliti	Major	Major , 9225 , Dunakiliti	47,9793787	17,2964926
Győr-Sopron	HU-221-TH-00026	"Püski Búzakalász Mezőgazdasági
Szövetkezet"	9235	Püski	Major	Major , 9235 , Püski	47,883895	17,4082044
Győr-Sopron	HU-221-TH-00034	Bezenyei Mezőgazdasági Szövetkezet	9223	Bezenye	Ady  Endre u. 47.	Ady  Endre u. 47. , 9223 , Bezenye	47,9616112	17,2104711
Győr-Sopron	HU-221-TH-0078	Ragats József	9485	Nagycenk	Kiscenki út 23.	Kiscenki út 23. , 9485 , Nagycenk	47,6082586	16,7100625
Győr-Sopron	HU-221-TH-0077	Augmayer Ferenc	9443	Petőháza	043/6 hrsz	043/6 hrsz , 9443 , Petőháza	47,6017434	16,8935525
Győr-Sopron	HU-221-TH-0076	Kuslics József	9443	Petőháza	043/7	043/7 , 9443 , Petőháza	47,6017434	16,8935525
Győr-Sopron	HU-221-TH-0075	Reichardt Vilmos	9474	Szakony	Fő utca 135	Fő utca 135 , 9474 , Szakony	47,4236787	16,716949
Győr-Sopron	HU-221-TH-0074	Hanis Tamás Antal	9474	Szakony	Fő utca 192.	Fő utca 192. , 9474 , Szakony	47,429735	16,711261
Győr-Sopron	HU 221 TH 00083	Pápai Csaba	9163	Fehértó	Zrínyi u. 9.	Zrínyi u. 9. , 9163 , Fehértó	47,674194	17,348845
Győr-Sopron	HU 221 TH 00084	Németh Géza	9163	Fehértó	Zrínyi u. 34.	Zrínyi u. 34. , 9163 , Fehértó	47,671915	17,35049
Győr-Sopron	HU 221 TH 00085	Bajnai László	8431	Bakonyszentlászló	Szabadság hegy 9.	Szabadság hegy 9. , 8431 , Bakonyszentlászló	47,384942	17,797571
Győr-Sopron	HU 221 TH 00086	Sipos Ede	9131	Mórichida	Tördemész puszta	Tördemész puszta , 9131 , Mórichida	47,5106437	17,4364564
