Commune;Codepos;Departement;INSEE
DIERRE;37150;INDRE ET LOIRE;37096
DOLUS LE SEC;37310;INDRE ET LOIRE;37097
DRACHE;37800;INDRE ET LOIRE;37098
DRUYE;37190;INDRE ET LOIRE;37099
EPEIGNE LES BOIS;37150;INDRE ET LOIRE;37100
EPEIGNE SUR DEME;37370;INDRE ET LOIRE;37101
LES ESSARDS;37130;INDRE ET LOIRE;37102
ESVES LE MOUTIER;37240;INDRE ET LOIRE;37103
ESVRES;37320;INDRE ET LOIRE;37104
FAYE LA VINEUSE;37120;INDRE ET LOIRE;37105
LA FERRIERE;37110;INDRE ET LOIRE;37106
FERRIERE LARCON;37350;INDRE ET LOIRE;37107
FERRIERE SUR BEAULIEU;37600;INDRE ET LOIRE;37108
FONDETTES;37230;INDRE ET LOIRE;37109
FRANCUEIL;37150;INDRE ET LOIRE;37110
GENILLE;37460;INDRE ET LOIRE;37111
GIZEUX;37340;INDRE ET LOIRE;37112
LE GRAND PRESSIGNY;37350;INDRE ET LOIRE;37113
LA GUERCHE;37350;INDRE ET LOIRE;37114
DESCARTES;37160;INDRE ET LOIRE;37115
LES HERMITES;37110;INDRE ET LOIRE;37116
HOMMES;37340;INDRE ET LOIRE;37117
HUISMES;37420;INDRE ET LOIRE;37118
L ILE BOUCHARD;37220;INDRE ET LOIRE;37119
INGRANDES DE TOURAINE;37140;INDRE ET LOIRE;37120
JAULNAY;37120;INDRE ET LOIRE;37121
JOUE LES TOURS;37300;INDRE ET LOIRE;37122
LANGEAIS;37130;INDRE ET LOIRE;37123
LARCAY;37270;INDRE ET LOIRE;37124
LEMERE;37120;INDRE ET LOIRE;37125
LERNE;37500;INDRE ET LOIRE;37126
LE LIEGE;37460;INDRE ET LOIRE;37127
LIGNIERES DE TOURAINE;37130;INDRE ET LOIRE;37128
LIGRE;37500;INDRE ET LOIRE;37129
LIGUEIL;37240;INDRE ET LOIRE;37130
LIMERAY;37530;INDRE ET LOIRE;37131
LOCHES;37600;INDRE ET LOIRE;37132
LOCHE SUR INDROIS;37460;INDRE ET LOIRE;37133
LOUANS;37320;INDRE ET LOIRE;37134
LOUESTAULT;37370;INDRE ET LOIRE;37135
LE LOUROUX;37240;INDRE ET LOIRE;37136
LUBLE;37330;INDRE ET LOIRE;37137
LUSSAULT SUR LOIRE;37400;INDRE ET LOIRE;37138
LUYNES;37230;INDRE ET LOIRE;37139
LUZE;37120;INDRE ET LOIRE;37140
LUZILLE;37150;INDRE ET LOIRE;37141
MAILLE;37800;INDRE ET LOIRE;37142
MANTHELAN;37240;INDRE ET LOIRE;37143
MARCAY;37500;INDRE ET LOIRE;37144
MARCE SUR ESVES;37160;INDRE ET LOIRE;37145
MARCILLY SUR MAULNE;37330;INDRE ET LOIRE;37146
MARCILLY SUR VIENNE;37800;INDRE ET LOIRE;37147
MARIGNY MARMANDE;37120;INDRE ET LOIRE;37148
MARRAY;37370;INDRE ET LOIRE;37149
MAZIERES DE TOURAINE;37130;INDRE ET LOIRE;37150
LA MEMBROLLE SUR CHOISILL;37390;INDRE ET LOIRE;37151
METTRAY;37390;INDRE ET LOIRE;37152
MONNAIE;37380;INDRE ET LOIRE;37153
MONTBAZON;37250;INDRE ET LOIRE;37154
MONTHODON;37110;INDRE ET LOIRE;37155
MONTLOUIS SUR LOIRE;37270;INDRE ET LOIRE;37156
MONTRESOR;37460;INDRE ET LOIRE;37157
MONTREUIL EN TOURAINE;37530;INDRE ET LOIRE;37158
MONTS;37260;INDRE ET LOIRE;37159
MORAND;37110;INDRE ET LOIRE;37160
MOSNES;37530;INDRE ET LOIRE;37161
MOUZAY;37600;INDRE ET LOIRE;37162
NAZELLES NEGRON;37530;INDRE ET LOIRE;37163
NEUIL;37190;INDRE ET LOIRE;37165
NEUILLE LE LIERRE;37380;INDRE ET LOIRE;37166
NEUILLE PONT PIERRE;37360;INDRE ET LOIRE;37167
NEUILLY LE BRIGNON;37160;INDRE ET LOIRE;37168
NEUVILLE SUR BRENNE;37110;INDRE ET LOIRE;37169
NEUVY LE ROI;37370;INDRE ET LOIRE;37170
NOIZAY;37210;INDRE ET LOIRE;37171
NOTRE DAME D OE;37390;INDRE ET LOIRE;37172
NOUANS LES FONTAINES;37460;INDRE ET LOIRE;37173
NOUATRE;37800;INDRE ET LOIRE;37174
NOUZILLY;37380;INDRE ET LOIRE;37175
NOYANT DE TOURAINE;37800;INDRE ET LOIRE;37176
ORBIGNY;37460;INDRE ET LOIRE;37177
PANZOULT;37220;INDRE ET LOIRE;37178
PARCAY MESLAY;37210;INDRE ET LOIRE;37179
PARCAY SUR VIENNE;37220;INDRE ET LOIRE;37180
PAULMY;37350;INDRE ET LOIRE;37181
PERNAY;37230;INDRE ET LOIRE;37182
PERRUSSON;37600;INDRE ET LOIRE;37183
LE PETIT PRESSIGNY;37350;INDRE ET LOIRE;37184
POCE SUR CISSE;37530;INDRE ET LOIRE;37185
PONT DE RUAN;37260;INDRE ET LOIRE;37186
PORTS;37800;INDRE ET LOIRE;37187
POUZAY;37800;INDRE ET LOIRE;37188
PREUILLY SUR CLAISE;37290;INDRE ET LOIRE;37189
PUSSIGNY;37800;INDRE ET LOIRE;37190
RAZINES;37120;INDRE ET LOIRE;37191
REIGNAC SUR INDRE;37310;INDRE ET LOIRE;37192
RESTIGNE;37140;INDRE ET LOIRE;37193
REUGNY;37380;INDRE ET LOIRE;37194
LA RICHE;37520;INDRE ET LOIRE;37195
RICHELIEU;37120;INDRE ET LOIRE;37196
RIGNY USSE;37420;INDRE ET LOIRE;37197
RILLE;37340;INDRE ET LOIRE;37198
RILLY SUR VIENNE;37220;INDRE ET LOIRE;37199
RIVARENNES;37190;INDRE ET LOIRE;37200
RIVIERE;37500;INDRE ET LOIRE;37201
LA ROCHE CLERMAULT;37500;INDRE ET LOIRE;37202
ROCHECORBON;37210;INDRE ET LOIRE;37203
ROUZIERS DE TOURAINE;37360;INDRE ET LOIRE;37204
SACHE;37190;INDRE ET LOIRE;37205
ST ANTOINE DU ROCHER;37360;INDRE ET LOIRE;37206
ST AUBIN LE DEPEINT;37370;INDRE ET LOIRE;37207
ST AVERTIN;37550;INDRE ET LOIRE;37208
ST BAULD;37310;INDRE ET LOIRE;37209
ST BENOIT LA FORET;37500;INDRE ET LOIRE;37210
ST BRANCHS;37320;INDRE ET LOIRE;37211
STE CATHERINE DE FIERBOIS;37800;INDRE ET LOIRE;37212
ST CHRISTOPHE SUR LE NAIS;37370;INDRE ET LOIRE;37213
ST CYR SUR LOIRE;37540;INDRE ET LOIRE;37214
ST EPAIN;37800;INDRE ET LOIRE;37216
ST ETIENNE DE CHIGNY;37230;INDRE ET LOIRE;37217
ST FLOVIER;37600;INDRE ET LOIRE;37218
ST GENOUPH;37510;INDRE ET LOIRE;37219
ST GERMAIN SUR VIENNE;37500;INDRE ET LOIRE;37220
ST HIPPOLYTE;37600;INDRE ET LOIRE;37221
ST JEAN ST GERMAIN;37600;INDRE ET LOIRE;37222
ST LAURENT DE LIN;37330;INDRE ET LOIRE;37223
ST LAURENT EN GATINES;37380;INDRE ET LOIRE;37224
ST MARTIN LE BEAU;37270;INDRE ET LOIRE;37225
STE MAURE DE TOURAINE;37800;INDRE ET LOIRE;37226
ST MICHEL SUR LOIRE;37130;INDRE ET LOIRE;37227
ST NICOLAS DE BOURGUEIL;37140;INDRE ET LOIRE;37228
ST NICOLAS DES MOTETS;37110;INDRE ET LOIRE;37229
ST OUEN LES VIGNES;37530;INDRE ET LOIRE;37230
ST PATERNE RACAN;37370;INDRE ET LOIRE;37231
ST PATRICE;37130;INDRE ET LOIRE;37232
ST PIERRE DES CORPS;37700;INDRE ET LOIRE;37233
ST QUENTIN SUR INDROIS;37310;INDRE ET LOIRE;37234
ST REGLE;37530;INDRE ET LOIRE;37236
ST ROCH;37390;INDRE ET LOIRE;37237
ST SENOCH;37600;INDRE ET LOIRE;37238
SAUNAY;37110;INDRE ET LOIRE;37240
SAVIGNE SUR LATHAN;37340;INDRE ET LOIRE;37241
SAVIGNY EN VERON;37420;INDRE ET LOIRE;37242
SAVONNIERES;37510;INDRE ET LOIRE;37243
SAZILLY;37220;INDRE ET LOIRE;37244
SEMBLANCAY;37360;INDRE ET LOIRE;37245
SENNEVIERES;37600;INDRE ET LOIRE;37246
SEPMES;37800;INDRE ET LOIRE;37247
SEUILLY;37500;INDRE ET LOIRE;37248
SONZAY;37360;INDRE ET LOIRE;37249
SORIGNY;37250;INDRE ET LOIRE;37250
SOUVIGNE;37330;INDRE ET LOIRE;37251
SOUVIGNY DE TOURAINE;37530;INDRE ET LOIRE;37252
SUBLAINES;37310;INDRE ET LOIRE;37253
TAUXIGNY;37310;INDRE ET LOIRE;37254
TAVANT;37220;INDRE ET LOIRE;37255
THENEUIL;37220;INDRE ET LOIRE;37256
THILOUZE;37260;INDRE ET LOIRE;37257
THIZAY;37500;INDRE ET LOIRE;37258
TOURNON ST PIERRE;37290;INDRE ET LOIRE;37259
LA TOUR ST GELIN;37120;INDRE ET LOIRE;37260
TOURS;37000;INDRE ET LOIRE;37261
TROGUES;37220;INDRE ET LOIRE;37262
TRUYES;37320;INDRE ET LOIRE;37263
VALLERES;37190;INDRE ET LOIRE;37264
VARENNES;37600;INDRE ET LOIRE;37265
VEIGNE;37250;INDRE ET LOIRE;37266
VERETZ;37270;INDRE ET LOIRE;37267
VERNEUIL LE CHATEAU;37120;INDRE ET LOIRE;37268
VERNEUIL SUR INDRE;37600;INDRE ET LOIRE;37269
VERNOU SUR BRENNE;37210;INDRE ET LOIRE;37270
VILLAINES LES ROCHERS;37190;INDRE ET LOIRE;37271
VILLANDRY;37510;INDRE ET LOIRE;37272
LA VILLE AUX DAMES;37700;INDRE ET LOIRE;37273
VILLEBOURG;37370;INDRE ET LOIRE;37274
VILLEDOMAIN;37460;INDRE ET LOIRE;37275
VILLEDOMER;37110;INDRE ET LOIRE;37276
VILLELOIN COULANGE;37460;INDRE ET LOIRE;37277
VILLEPERDUE;37260;INDRE ET LOIRE;37278
VILLIERS AU BOUIN;37330;INDRE ET LOIRE;37279
VOU;37240;INDRE ET LOIRE;37280
VOUVRAY;37210;INDRE ET LOIRE;37281
YZEURES SUR CREUSE;37290;INDRE ET LOIRE;37282
LES ABRETS;38490;ISERE;38001
LES ADRETS;38190;ISERE;38002
AGNIN;38150;ISERE;38003
L ALBENC;38470;ISERE;38004
ALLEMOND;38114;ISERE;38005
ALLEVARD;38580;ISERE;38006
AMBEL;38970;ISERE;38008
ANJOU;38150;ISERE;38009
ANNOISIN CHATELANS;38460;ISERE;38010
ANTHON;38280;ISERE;38011
AOSTE;38490;ISERE;38012
APPRIEU;38140;ISERE;38013
ARANDON;38510;ISERE;38014
ARTAS;38440;ISERE;38015
ARZAY;38260;ISERE;38016
ASSIEU;38150;ISERE;38017
AUBERIVES EN ROYANS;38680;ISERE;38018
AUBERIVES SUR VAREZE;38550;ISERE;38019
AURIS;38142;ISERE;38020
AUTRANS;38880;ISERE;38021
LES AVENIERES;38630;ISERE;38022
AVIGNONET;38650;ISERE;38023
BADINIERES;38300;ISERE;38024
BALBINS;38260;ISERE;38025
LA BALME LES GROTTES;38390;ISERE;38026
BARRAUX;38530;ISERE;38027
LA BATIE DIVISIN;38490;ISERE;38028
LA BATIE MONTGASCON;38110;ISERE;38029
BEAUCROISSANT;38140;ISERE;38030
BEAUFIN;38970;ISERE;38031
BEAUFORT;38270;ISERE;38032
BEAULIEU;38470;ISERE;38033
BEAUREPAIRE;38270;ISERE;38034
BEAUVOIR DE MARC;38440;ISERE;38035
BEAUVOIR EN ROYANS;38160;ISERE;38036
BELLEGARDE POUSSIEU;38270;ISERE;38037
BELMONT;38690;ISERE;38038
BERNIN;38190;ISERE;38039
BESSE;38142;ISERE;38040
BESSINS;38160;ISERE;38041
BEVENAIS;38690;ISERE;38042
BILIEU;38850;ISERE;38043
BIOL;38690;ISERE;38044
BIVIERS;38330;ISERE;38045
BIZONNES;38690;ISERE;38046
BLANDIN;38730;ISERE;38047
BONNEFAMILLE;38090;ISERE;38048
BOSSIEU;38260;ISERE;38049
LE BOUCHAGE;38510;ISERE;38050
BOUGE CHAMBALUD;38150;ISERE;38051
LE BOURG D OISANS;38520;ISERE;38052
BOURGOIN JALLIEU;38300;ISERE;38053
BOUVESSE QUIRIEU;38390;ISERE;38054
BRANGUES;38510;ISERE;38055
BRESSIEUX;38870;ISERE;38056
BRESSON;38320;ISERE;38057
BREZINS;38590;ISERE;38058
BRIE ET ANGONNES;38320;ISERE;38059
BRION;38590;ISERE;38060
LA BUISSE;38500;ISERE;38061
LA BUISSIERE;38530;ISERE;38062
BURCIN;38690;ISERE;38063
CESSIEU;38110;ISERE;38064
CHABONS;38690;ISERE;38065
CHALONS;38122;ISERE;38066
CHAMAGNIEU;38460;ISERE;38067
CHAMPAGNIER;38800;ISERE;38068
CHAMPIER;38260;ISERE;38069
LE CHAMP PRES FROGES;38190;ISERE;38070
CHAMP SUR DRAC;38560;ISERE;38071
CHANAS;38150;ISERE;38072
CHANTELOUVE;38740;ISERE;38073
CHANTESSE;38470;ISERE;38074
CHAPAREILLAN;38530;ISERE;38075
LA CHAPELLE DE LA TOUR;38110;ISERE;38076
LA CHAPELLE DE SURIEU;38150;ISERE;38077
LA CHAPELLE DU BARD;38580;ISERE;38078
CHARANCIEU;38490;ISERE;38080
CHARANTONNAY;38790;ISERE;38081
CHARAVINES;38850;ISERE;38082
CHARETTE;38390;ISERE;38083
CHARNECLES;38140;ISERE;38084
CHARVIEU CHAVAGNEUX;38230;ISERE;38085
CHASSELAY;38470;ISERE;38086
CHASSE SUR RHONE;38670;ISERE;38087
CHASSIGNIEU;38730;ISERE;38089
CHATEAU BERNARD;38650;ISERE;38090
CHATEAUVILLAIN;38300;ISERE;38091
CHATELUS;38680;ISERE;38092
CHATENAY;38980;ISERE;38093
CHATONNAY;38440;ISERE;38094
CHATTE;38160;ISERE;38095
CHAVANOZ;38230;ISERE;38097
CHELIEU;38730;ISERE;38098
CHEVRIERES;38160;ISERE;38099
LE CHEYLAS;38570;ISERE;38100
CHEYSSIEU;38550;ISERE;38101
CHEZENEUVE;38300;ISERE;38102
CHICHILIANNE;38930;ISERE;38103
CHIMILIN;38490;ISERE;38104
CHIRENS;38850;ISERE;38105
CHOLONGE;38220;ISERE;38106
CHONAS L AMBALLAN;38121;ISERE;38107
CHORANCHE;38680;ISERE;38108
CHOZEAU;38460;ISERE;38109
CHUZELLES;38200;ISERE;38110
CLAIX;38640;ISERE;38111
CLAVANS EN HAUT OISANS;38142;ISERE;38112
CLELLES;38930;ISERE;38113
CLONAS SUR VAREZE;38550;ISERE;38114
ST MARTIN DE LA CLUZE;38650;ISERE;38115
COGNET;38350;ISERE;38116
COGNIN LES GORGES;38470;ISERE;38117
COLOMBE;38690;ISERE;38118
LA COMBE DE LANCEY;38190;ISERE;38120
COMMELLE;38260;ISERE;38121
CORBELIN;38630;ISERE;38124
CORDEAC;38710;ISERE;38125
CORENC;38700;ISERE;38126
CORNILLON EN TRIEVES;38710;ISERE;38127
CORPS;38970;ISERE;38128
CORRENCON EN VERCORS;38250;ISERE;38129
LA COTE ST ANDRE;38260;ISERE;38130
LES COTES D AREY;38138;ISERE;38131
LES COTES DE CORPS;38970;ISERE;38132
COUBLEVIE;38500;ISERE;38133
COUR ET BUIS;38122;ISERE;38134
COURTENAY;38510;ISERE;38135
CRACHIER;38300;ISERE;38136
CRAS;38210;ISERE;38137
CREMIEU;38460;ISERE;38138
CREYS MEPIEU;38510;ISERE;38139
CROLLES;38190;ISERE;38140
CULIN;38300;ISERE;38141
CURTIN;38510;ISERE;38142
DIEMOZ;38790;ISERE;38144
DIONAY;38160;ISERE;38145
DIZIMIEU;38460;ISERE;38146
DOISSIN;38730;ISERE;38147
DOLOMIEU;38110;ISERE;38148
DOMARIN;38300;ISERE;38149
DOMENE;38420;ISERE;38150
ECHIROLLES;38130;ISERE;38151
ECLOSE;38300;ISERE;38152
ENGINS;38360;ISERE;38153
ENTRAIGUES;38740;ISERE;38154
ENTRE DEUX GUIERS;38380;ISERE;38155
LES EPARRES;38300;ISERE;38156
ESTRABLIN;38780;ISERE;38157
EYBENS;38320;ISERE;38158
EYDOCHE;38690;ISERE;38159
EYZIN PINET;38780;ISERE;38160
FARAMANS;38260;ISERE;38161
FAVERGES DE LA TOUR;38110;ISERE;38162
LA FERRIERE;38580;ISERE;38163
FITILIEU;38490;ISERE;38165
LA FLACHERE;38530;ISERE;38166
FLACHERES;38690;ISERE;38167
FONTAINE;38600;ISERE;38169
FONTANIL CORNILLON;38120;ISERE;38170
LA FORTERESSE;38590;ISERE;38171
FOUR;38080;ISERE;38172
LE FRENEY D OISANS;38142;ISERE;38173
LA FRETTE;38260;ISERE;38174
FROGES;38190;ISERE;38175
FRONTONAS;38290;ISERE;38176
LA GARDE;38520;ISERE;38177
GIERES;38610;ISERE;38179
GILLONNAY;38260;ISERE;38180
GONCELIN;38570;ISERE;38181
LE GRAND LEMPS;38690;ISERE;38182
GRANIEU;38490;ISERE;38183
GRENAY;38540;ISERE;38184
GRENOBLE;38000;ISERE;38185
GRESSE;38650;ISERE;38186
LE GUA;38450;ISERE;38187
HERBEYS;38320;ISERE;38188
HEYRIEUX;38540;ISERE;38189
HIERES SUR AMBY;38118;ISERE;38190
HUEZ;38750;ISERE;38191
HURTIERES;38570;ISERE;38192
L ISLE D ABEAU;38080;ISERE;38193
IZEAUX;38140;ISERE;38194
IZERON;38160;ISERE;38195
JANNEYRIAS;38280;ISERE;38197
JARCIEU;38270;ISERE;38198
JARDIN;38200;ISERE;38199
JARRIE;38560;ISERE;38200
LAFFREY;38220;ISERE;38203
LALLEY;38930;ISERE;38204
LANS EN VERCORS;38250;ISERE;38205
LAVAL;38190;ISERE;38206
LAVALDENS;38350;ISERE;38207
LAVARS;38710;ISERE;38208
LENTIOL;38270;ISERE;38209
LEYRIEU;38460;ISERE;38210
LIEUDIEU;38440;ISERE;38211
LIVET ET GAVET;38220;ISERE;38212
LONGECHENAL;38690;ISERE;38213
LUMBIN;38660;ISERE;38214
LUZINAY;38200;ISERE;38215
MALLEVAL;38470;ISERE;38216
MARCIEU;38350;ISERE;38217
MARCILLOLES;38260;ISERE;38218
MARCOLLIN;38270;ISERE;38219
MARNANS;38980;ISERE;38221
MASSIEU;38620;ISERE;38222
MAUBEC;38300;ISERE;38223
MAYRES SAVEL;38350;ISERE;38224
MEAUDRE;38112;ISERE;38225
MENS;38710;ISERE;38226
MEPIEU;38510;ISERE;38227
MERLAS;38620;ISERE;38228
MEYLAN;38240;ISERE;38229
MEYRIE;38300;ISERE;38230
MEYRIEU LES ETANGS;38440;ISERE;38231
MEYSSIES;38440;ISERE;38232
MIRIBEL LANCHATRE;38450;ISERE;38235
MIRIBEL LES ECHELLES;38380;ISERE;38236
MIZOEN;38142;ISERE;38237
MOIDIEU DETOURBE;38440;ISERE;38238
MOIRANS;38430;ISERE;38239
MOISSIEU SUR DOLON;38270;ISERE;38240
MONESTIER D AMBEL;38970;ISERE;38241
MONESTIER DE CLERMONT;38650;ISERE;38242
LE MONESTIER DU PERCY;38930;ISERE;38243
MONSTEROUX MILIEU;38122;ISERE;38244
MONTAGNE;38160;ISERE;38245
MONTAGNIEU;38110;ISERE;38246
MONTALIEU VERCIEU;38390;ISERE;38247
MONTAUD;38210;ISERE;38248
MONTBONNOT ST MARTIN;38330;ISERE;38249
MONTCARRA;38890;ISERE;38250
MONTCEAU;38300;ISERE;38251
MONTCHABOUD;38220;ISERE;38252
MONT DE LANS;38860;ISERE;38253
MONTEYNARD;38770;ISERE;38254
MONTFALCON;38940;ISERE;38255
MONTFERRAT;38620;ISERE;38256
MONTREVEL;38690;ISERE;38257
MONT ST MARTIN;38120;ISERE;38258
MONTSEVEROUX;38122;ISERE;38259
MORAS;38460;ISERE;38260
MORESTEL;38510;ISERE;38261
MORETEL DE MAILLES;38570;ISERE;38262
MORETTE;38210;ISERE;38263
LA MORTE;38350;ISERE;38264
LA MOTTE D AVEILLANS;38770;ISERE;38265
LA MOTTE ST MARTIN;38770;ISERE;38266
MOTTIER;38260;ISERE;38267
LE MOUTARET;38580;ISERE;38268
LA MURE;38350;ISERE;38269
LA MURETTE;38140;ISERE;38270
MURIANETTE;38420;ISERE;38271
MURINAIS;38160;ISERE;38272
NANTES EN RATIER;38350;ISERE;38273
NANTOIN;38260;ISERE;38274
SERRE NERPOL;38470;ISERE;38275
NIVOLAS VERMELLE;38300;ISERE;38276
NOTRE DAME DE COMMIERS;38450;ISERE;38277
NOTRE DAME DE L OSIER;38470;ISERE;38278
NOTRE DAME DE MESAGE;38220;ISERE;38279
NOTRE DAME DE VAUX;38144;ISERE;38280
NOYAREY;38360;ISERE;38281
OPTEVOZ;38460;ISERE;38282
ORIS EN RATTIER;38350;ISERE;38283
ORNACIEUX;38260;ISERE;38284
ORNON;38520;ISERE;38285
OULLES;38520;ISERE;38286
OYEU;38690;ISERE;38287
OYTIER ST OBLAS;38780;ISERE;38288
OZ;38114;ISERE;38289
PACT;38270;ISERE;38290
PAJAY;38260;ISERE;38291
PALADRU;38137;ISERE;38292
PANISSAGE;38730;ISERE;38293
PANOSSAS;38460;ISERE;38294
PARMILIEU;38390;ISERE;38295
LE PASSAGE;38490;ISERE;38296
PASSINS;38510;ISERE;38297
LE PEAGE DE ROUSSILLON;38550;ISERE;38298
PELLAFOL;38970;ISERE;38299
PENOL;38260;ISERE;38300
PERCY;38930;ISERE;38301
LE PERIER;38740;ISERE;38302
LA PIERRE;38570;ISERE;38303
PIERRE CHATEL;38119;ISERE;38304
LE PIN;38730;ISERE;38305
PINSOT;38580;ISERE;38306
PISIEU;38270;ISERE;38307
PLAN;38590;ISERE;38308
POISAT;38320;ISERE;38309
POLIENAS;38210;ISERE;38310
POMMIER DE BEAUREPAIRE;38260;ISERE;38311
POMMIERS LA PLACETTE;38340;ISERE;38312
PONSONNAS;38350;ISERE;38313
PONTCHARRA;38530;ISERE;38314
LE PONT DE BEAUVOISIN;38480;ISERE;38315
PONT DE CHERUY;38230;ISERE;38316
LE PONT DE CLAIX;38800;ISERE;38317
PONT EVEQUE;38780;ISERE;38318
PONT EN ROYANS;38680;ISERE;38319
PORCIEU AMBLAGNIEU;38390;ISERE;38320
PREBOIS;38710;ISERE;38321
PRESLES;38680;ISERE;38322
PRESSINS;38480;ISERE;38323
PRIMARETTE;38270;ISERE;38324
PROVEYSIEUX;38120;ISERE;38325
PRUNIERES;38350;ISERE;38326
QUAIX EN CHARTREUSE;38950;ISERE;38328
QUET EN BEAUMONT;38970;ISERE;38329
QUINCIEU;38470;ISERE;38330
REAUMONT;38140;ISERE;38331
RENAGE;38140;ISERE;38332
RENCUREL;38680;ISERE;38333
REVEL;38420;ISERE;38334
REVEL TOURDAN;38270;ISERE;38335
REVENTIN VAUGRIS;38121;ISERE;38336
RIVES;38140;ISERE;38337
LA RIVIERE;38210;ISERE;38338
ROCHE;38090;ISERE;38339
LES ROCHES DE CONDRIEU;38370;ISERE;38340
ROCHETOIRIN;38110;ISERE;38341
ROISSARD;38650;ISERE;38342
ROMAGNIEU;38480;ISERE;38343
ROUSSILLON;38150;ISERE;38344
ROVON;38470;ISERE;38345
ROYAS;38440;ISERE;38346
ROYBON;38940;ISERE;38347
RUY;38300;ISERE;38348
SABLONS;38550;ISERE;38349
STE AGNES;38190;ISERE;38350
ST AGNIN SUR BION;38300;ISERE;38351
ST ALBAN DE ROCHE;38300;ISERE;38352
ST ALBAN DU RHONE;38370;ISERE;38353
ST ALBIN DE VAULSERRE;38480;ISERE;38354
ST ANDEOL;38650;ISERE;38355
ST ANDRE EN ROYANS;38680;ISERE;38356
ST ANDRE LE GAZ;38490;ISERE;38357
STE ANNE SUR GERVONDE;38440;ISERE;38358
ST ANTOINE L ABBAYE;38160;ISERE;38359
ST APPOLINARD;38160;ISERE;38360
ST AREY;38350;ISERE;38361
ST AUPRE;38960;ISERE;38362
ST BARTHELEMY;38270;ISERE;38363
ST BARTHELEMY DE SECHILIE;38220;ISERE;38364
ST BAUDILLE DE LA TOUR;38118;ISERE;38365
ST BAUDILLE ET PIPET;38710;ISERE;38366
ST BERNARD;38660;ISERE;38367
ST BLAISE DU BUIS;38140;ISERE;38368
STE BLANDINE;38110;ISERE;38369
ST BONNET DE CHAVAGNE;38840;ISERE;38370
ST BUEIL;38620;ISERE;38372
ST CASSIEN;38500;ISERE;38373
ST CHEF;38890;ISERE;38374
ST CHRISTOPHE EN OISANS;38520;ISERE;38375
ST CHRISTOPHE SUR GUIERS;38380;ISERE;38376
ST CLAIR DE LA TOUR;38110;ISERE;38377
ST CLAIR DU RHONE;38370;ISERE;38378
ST CLAIR SUR GALAURE;38940;ISERE;38379
ST DIDIER DE BIZONNES;38690;ISERE;38380
ST DIDIER DE LA TOUR;38110;ISERE;38381
ST EGREVE;38120;ISERE;38382
ST ETIENNE DE CROSSEY;38960;ISERE;38383
ST ETIENNE DE ST GEOIRS;38590;ISERE;38384
ST GENIS;38710;ISERE;38385
ST GEOIRE EN VALDAINE;38620;ISERE;38386
ST GEOIRS;38590;ISERE;38387
ST GEORGES DE COMMIERS;38450;ISERE;38388
ST GEORGES D ESPERANCHE;38790;ISERE;38389
ST GERVAIS;38470;ISERE;38390
ST GUILLAUME;38650;ISERE;38391
ST HILAIRE DE BRENS;38460;ISERE;38392
ST HILAIRE DE LA COTE;38260;ISERE;38393
ST HILAIRE DU ROSIER;38840;ISERE;38394
ST HILAIRE;38660;ISERE;38395
ST HONORE;38350;ISERE;38396
ST ISMIER;38330;ISERE;38397
ST JEAN D AVELANNE;38480;ISERE;38398
ST JEAN DE BOURNAY;38440;ISERE;38399
ST JEAN DE MOIRANS;38430;ISERE;38400
ST JEAN DE SOUDAIN;38110;ISERE;38401
ST JEAN DE VAUX;38220;ISERE;38402
ST JEAN D HERANS;38710;ISERE;38403
ST JEAN LE VIEUX;38420;ISERE;38404
ST JOSEPH DE RIVIERE;38134;ISERE;38405
ST JULIEN DE L HERMS;38122;ISERE;38406
ST JULIEN DE RAZ;38134;ISERE;38407
ST JUST CHALEYSSIN;38540;ISERE;38408
ST JUST DE CLAIX;38680;ISERE;38409
ST LATTIER;38840;ISERE;38410
ST LAURENT DU PONT;38380;ISERE;38412
ST LAURENT EN BEAUMONT;38350;ISERE;38413
STE LUCE;38970;ISERE;38414
ST MARCEL BEL ACCUEIL;38080;ISERE;38415
ST MARCELLIN;38160;ISERE;38416
STE MARIE D ALLOIX;38660;ISERE;38417
STE MARIE DU MONT;38660;ISERE;38418
ST MARTIN DE CLELLES;38930;ISERE;38419
ST MARTIN DE VAULSERRE;38480;ISERE;38420
ST MARTIN D HERES;38400;ISERE;38421
ST MARTIN D URIAGE;38410;ISERE;38422
ST MARTIN LE VINOUX;38950;ISERE;38423
ST MAURICE EN TRIEVES;38930;ISERE;38424
ST MAURICE L EXIL;38550;ISERE;38425
ST MAXIMIN;38530;ISERE;38426
ST MICHEL DE ST GEOIRS;38590;ISERE;38427
ST MICHEL EN BEAUMONT;38350;ISERE;38428
ST MICHEL LES PORTES;38650;ISERE;38429
ST MURY MONTEYMOND;38190;ISERE;38430
ST NAZAIRE LES EYMES;38330;ISERE;38431
ST NICOLAS DE MACHERIN;38500;ISERE;38432
ST NIZIER DU MOUCHEROTTE;38250;ISERE;38433
ST ONDRAS;38490;ISERE;38434
ST PANCRASSE;38660;ISERE;38435
ST PAUL DE VARCES;38760;ISERE;38436
ST PAUL D IZEAUX;38140;ISERE;38437
ST PAUL LES MONESTIER;38650;ISERE;38438
ST PIERRE D ALLEVARD;38830;ISERE;38439
ST PIERRE DE BRESSIEUX;38870;ISERE;38440
