 Nom Ville 	MAJ   	 Code Postal 	 Code INSEE 	Code Région	 Latitude 	 Longitude 	 Eloignement 
 Le Mesnil-Rouxelin 	LE MESNIL ROUXELIN 	50000	50321	25	49.15	-1.083333	1.42
 Le Mesnil-Thébault 	LE MESNIL THEBAULT 	50540	50322	25	48.616667	-1.2	1.62
 Le Mesnil-Tôve 	LE MESNIL TOVE 	50520	50323	25	48.7	-1.016667	1.79
 Le Mesnil-Véneron 	LE MESNIL VENERON 	50620	50324	25	49.233333	-1.166667	0.96
 Le Mesnil-Vigot 	LE MESNIL VIGOT 	50570	50325	25	49.15	-1.283333	1.06
 Le Mesnil-Villeman 	LE MESNIL VILLEMAN 	50450	50326	25	48.866667	-1.333333	0.87
 La Meurdraquière 	LA MEURDRAQUIERE  	50510	50327	25	48.85	-1.4	1.15
 Millières 	MILLIERES   	50190	50328	25	49.183333	-1.466667	1.38
 Milly 	MILLY   	50600	50329	25	48.6	-1.016667	1.79
 Mobecq 	MOBECQ   	50250	50330	25	49.266667	-1.516667	0.95
 Moidrey 	MOIDREY   	50170	50331	25	48.566667	-1.5	1.79
 Les Moitiers-d'Allonne 	LES MOITIERS D ALLONNE	50270	50332	25	49.4	-1.783333	2.41
 Les Moitiers-en-Bauptois 	LES MOITIERS EN BAUPTOIS	50360	50333	25	49.366667	-1.433333	0.91
 Montabot 	MONTABOT   	50410	50334	25	48.933333	-1.116667	1.24
 Montaigu-les-Bois 	MONTAIGU LES BOIS 	50450	50336	25	48.9	-1.283333	0.9
 Montanel 	MONTANEL   	50240	50337	25	48.5	-1.416667	2.02
 Montbray 	MONTBRAY   	50410	50338	25	48.883333	-1.1	1.33
 Montchaton 	MONTCHATON   	50660	50339	25	49.016667	-1.5	0.97
 Montcuit 	MONTCUIT   	50490	50340	25	49.116667	-1.333333	1.61
 Montebourg 	MONTEBOURG   	50310	50341	25	49.483333	-1.383333	1.3
 Montfarville 	MONTFARVILLE   	50760	50342	25	49.65	-1.266667	1.87
 Montgardon 	MONTGARDON   	50250	50343	25	49.283333	-1.566667	1.23
 Montgothier 	MONTGOTHIER   	50540	50344	25	48.65	-1.2	1.51
 Monthuchon 	MONTHUCHON   	50200	50345	25	49.083333	-1.416667	1.09
 Montjoie-Saint-Martin 	MONTJOIE SAINT MARTIN 	50240	50347	25	48.533333	-1.3	1.91
 Montmartin-en-Graignes 	MONTMARTIN EN GRAIGNES 	50620	50348	25	49.283333	-1.15	1.5
 Montmartin-sur-Mer 	MONTMARTIN SUR MER 	50590	50349	25	48.983333	-1.516667	1.02
 Montpinchon 	MONTPINCHON   	50210	50350	25	49.016667	-1.316667	0.27
 Montrabot 	MONTRABOT   	50810	50351	25	49.116667	-0.883333	2.52
 Montreuil-sur-Lozon 	MONTREUIL SUR LOZON 	50570	50352	25	49.133333	-1.233333	0.6
 Montsurvent 	MONTSURVENT   	50200	50354	25	49.116667	-1.5	1.1
 Montviron 	MONTVIRON   	50530	50355	25	48.733333	-1.416667	1.23
 Moon-sur-Elle 	MOON SUR ELLE 	50680	50356	25	49.2	-1.05	1.6
 Morigny 	MORIGNY   	50410	50357	25	48.883333	-1.066667	1.75
 Morsalines 	MORSALINES   	50630	50358	25	49.566667	-1.3	1.58
 Mortain 	MORTAIN   	50140	50359	25	48.65	-0.933333	2.24
 Morville 	MORVILLE   	50700	50360	25	49.483333	-1.5	1.3
 La Mouche 	LA MOUCHE  	50320	50361	25	48.8	-1.35	1.38
 Moulines 	MOULINES   	50600	50362	25	48.541667	-1.033333	-1
 Moyon 	MOYON   	50860	50363	25	49	-1.116667	1.24
 Muneville-le-Bingard 	MUNEVILLE LE BINGARD 	50490	50364	25	49.133333	-1.483333	1.93
 Muneville-sur-Mer 	MUNEVILLE SUR MER 	50290	50365	25	48.933333	-1.483333	1.8
 Naftel 	NAFTEL   	50540	50367	25	48.616667	-1.133333	1.62
 Nay 	NAY   	50190	50368	25	49.233333	-1.366667	0.65
 Négreville 	NEGREVILLE   	50260	50369	25	49.483333	-1.55	1.34
 Néhou 	NEHOU   	50390	50370	25	49.416667	-1.533333	1.08
 Le Neufbourg 	LE NEUFBOURG  	50140	50371	25	48.65	-0.95	2.15
 Neufmesnil 	NEUFMESNIL   	50250	50372	25	49.316667	-1.533333	1.04
 Neuville-au-Plain 	NEUVILLE AU PLAIN 	50480	50373	25	49.433333	-1.333333	1.13
 Neuville-en-Beaumont 	NEUVILLE EN BEAUMONT 	50250	50374	25	49.35	-1.6	1.41
 Néville-sur-Mer 	NEVILLE SUR MER 	50330	50375	25	49.683333	-1.333333	1.98
 Nicorps 	NICORPS   	50200	50376	25	49.033333	-1.416667	1.22
 Noirpalu 	NOIRPALU   	50320	50377	25	48.783333	-1.333333	1.88
 Notre-Dame-de-Cenilly 	NOTRE DAME DE CENILLY	50210	50378	25	49	-1.25	1.64
 Notre-Dame-de-Livoye 	NOTRE DAME DE LIVOYE	50370	50379	25	48.75	-1.2	1.17
 Notre-Dame-d'Elle 	NOTRE DAME D ELLE	50810	50380	25	49.116667	-0.966667	2.06
 Notre-Dame-du-Touchet 	NOTRE DAME DU TOUCHET	50140	50381	25	48.583333	-0.95	2.15
 Nouainville 	NOUAINVILLE   	50690	50382	25	49.616667	-1.683333	1.87
 Octeville 	OCTEVILLE   	50130	50383	25	49.616667	-1.65	1.75
 Omonville-la-Petite 	OMONVILLE LA PETITE 	50440	50385	25	49.7	-1.883333	2.96
 Omonville-la-Rogue 	OMONVILLE LA ROGUE 	50440	50386	25	49.7	-1.85	2.78
 Orglandes 	ORGLANDES   	50390	50387	25	49.416667	-1.45	1.4
 Orval 	ORVAL   	50660	50388	25	49.016667	-1.466667	0.93
 Ouville 	OUVILLE   	50210	50389	25	49.016667	-1.366667	0.78
 Ozeville 	OZEVILLE   	50310	50390	25	49.5	-1.333333	1.36
 Parigny 	PARIGNY   	50600	50391	25	48.6	-1.083333	1.68
 Les Pas 	LES PAS  	50170	50392	25	48.583333	-1.483333	1.74
 Percy 	PERCY   	50410	50393	25	48.916667	-1.183333	0.87
 Périers 	PERIERS   	50190	50394	25	49.183333	-1.416667	0.58
 La Pernelle 	LA PERNELLE  	50630	50395	25	49.616667	-1.3	1.75
 Les Perques 	LES PERQUES  	50260	50396	25	49.45	-1.666667	1.77
 Perriers-en-Beauficel 	PERRIERS EN BEAUFICEL 	50150	50397	25	48.733333	-1	1.88
 Le Perron 	LE PERRON  	50160	50398	25	49.05	-0.9	2.42
 Le Petit-Celland 	LE PETIT CELLAND 	50370	50399	25	48.7	-1.216667	1.34
 Picauville 	PICAUVILLE   	50360	50400	25	49.383333	-1.4	0.97
 Pierreville 	PIERREVILLE   	50340	50401	25	49.483333	-1.783333	2.41
 Les Pieux 	LES PIEUX  	50340	50402	25	49.516667	-1.8	2.5
 Pirou 	PIROU   	50770	50403	25	49.183333	-1.583333	1.32
 Placy-Montaigu 	PLACY MONTAIGU  	50160	50404	25	49.033333	-0.9	2.42
 Plomb 	PLOMB   	50870	50406	25	48.733333	-1.3	1.23
 Poilley 	POILLEY   	50220	50407	25	48.616667	-1.316667	1.62
 Pontaubault 	PONTAUBAULT   	50220	50408	25	48.633333	-1.35	1.57
 Pont-Hébert 	PONT HEBERT  	50880	50409	25	49.166667	-1.133333	1.15
 Pontorson 	PONTORSON   	50170	50410	25	48.55	-1.516667	1.85
 Ponts 	PONTS   	50300	50411	25	48.7	-1.35	1.34
 Portbail 	PORTBAIL   	50580	50412	25	49.333333	-1.7	1.96
 Précey 	PRECEY   	50220	50413	25	48.6	-1.383333	1.68
 Précorbin 	PRECORBIN   	50810	50414	25	49.083333	-0.95	2.15
 Prétot-Sainte-Suzanne 	PRETOT SAINTE SUZANNE 	50250	50415	25	49.316667	-1.416667	1.22
 Querqueville 	QUERQUEVILLE   	50460	50416	25	49.666667	-1.7	1.96
 Quettehou 	QUETTEHOU   	50630	50417	25	49.6	-1.3	1.7
 Quettetot 	QUETTETOT   	50260	50418	25	49.483333	-1.666667	1.77
 Quettreville-sur-Sienne 	QUETTREVILLE SUR SIENNE 	50660	50419	25	48.966667	-1.466667	0.68
 Quibou 	QUIBOU   	50750	50420	25	49.066667	-1.2	1.33
 Quinéville 	QUINEVILLE   	50310	50421	25	49.516667	-1.3	1.59
 Raids 	RAIDS   	50500	50422	25	49.216667	-1.35	1.63
 Rampan 	RAMPAN   	50000	50423	25	49.133333	-1.15	1.8
 Rancoudray 	RANCOUDRAY   	50140	50424	25	48.65	-0.866667	2.61
 Rauville-la-Bigot 	RAUVILLE LA BIGOT 	50260	50425	25	49.516667	-1.683333	1.87
 Rauville-la-Place 	RAUVILLE LA PLACE 	50390	50426	25	49.383333	-1.5	0.97
 Ravenoville 	RAVENOVILLE   	50480	50427	25	49.466667	-1.266667	1.31
 Reffuveille 	REFFUVEILLE   	50520	50428	25	48.666667	-1.116667	1.87
 Regnéville-sur-Mer 	REGNEVILLE SUR MER 	50590	50429	25	49.016667	-1.55	1.41
 Reigneville-Bocage 	REIGNEVILLE BOCAGE  	50390	50430	25	49.4	-1.466667	1.07
 Remilly-sur-Lozon 	REMILLY SUR LOZON 	50570	50431	25	49.183333	-1.25	1.5
 Réthôville 	RETHOVILLE   	50330	50432	25	49.7	-1.35	2.04
 Réville 	REVILLE   	50760	50433	25	49.616667	-1.25	1.75
 La Rochelle-Normande 	LA ROCHELLE NORMANDE 	50530	50434	25	48.766667	-1.433333	1.12
 Rocheville 	ROCHEVILLE   	50260	50435	25	49.5	-1.6	1.41
 Romagny 	ROMAGNY   	50140	50436	25	48.65	-0.966667	2.06
 Roncey 	RONCEY   	50210	50437	25	48.983333	-1.333333	0.72
 La Ronde-Haye 	LA RONDE HAYE 	50490	50438	25	49.133333	-1.45	1.16
 Ronthon 	RONTHON   	50530	50439	25	48.733333	-1.483333	1.23
 Rouffigny 	ROUFFIGNY   	50800	50440	25	48.8	-1.25	1
 Rouxeville 	ROUXEVILLE   	50810	50441	25	49.1	-0.95	2.15
 Le Rozel 	LE ROZEL  	50340	50442	25	49.483333	-1.833333	-1
 Sacey 	SACEY   	50170	50443	25	48.5	-1.45	2.02
 Saint-Amand 	SAINT AMAND  	50160	50444	25	49.05	-0.966667	2.06
 Saint-André-de-Bohon 	SAINT ANDRE DE BOHON	50500	50445	25	49.233333	-1.25	0.76
 Saint-André-de-l'Épine 	SAINT ANDRE DE L	50680	50446	25	49.133333	-1	1.88
 Saint-Aubin-des-Préaux 	SAINT AUBIN DES PREAUX	50380	50447	25	48.8	-1.5	1
 Saint-Aubin-de-Terregatte 	SAINT AUBIN DE TERREGATTE	50111	50448	25	48.583333	-1.3	1.74
 Saint-Aubin-du-Perron 	SAINT AUBIN DU PERRON	50490	50449	25	49.15	-1.366667	0.84
 Saint-Barthélemy 	SAINT BARTHELEMY  	50140	50450	25	48.683333	-0.95	2.15
 Saint-Brice-de-Landelles 	SAINT BRICE DE LANDELLES	50730	50452	25	48.533333	-1.15	1.91
 Sainte-Cécile 	SAINTE CECILE  	50800	50453	25	48.833333	-1.183333	0.89
 Saint-Christophe-du-Foc 	SAINT CHRISTOPHE DU FOC	50340	50454	25	49.55	-1.75	2.23
 Saint-Clair-sur-l'Elle 	SAINT CLAIR SUR L	50680	50455	25	49.2	-1.033333	1.69
 Sainte-Colombe 	SAINTE COLOMBE  	50390	50457	25	49.416667	-1.516667	1.08
 Saint-Côme-du-Mont 	SAINT COME DU MONT	50500	50458	25	49.333333	-1.266667	0.8
 Sainte-Croix-Hague 	SAINTE CROIX HAGUE 	50440	50460	25	49.633333	-1.766667	2.32
 Saint-Cyr 	SAINT CYR  	50310	50461	25	49.483333	-1.416667	1.43
 Saint-Cyr-du-Bailleul 	SAINT CYR DU BAILLEUL	50720	50462	25	48.566667	-0.8	2.97
 Saint-Denis-le-Gast 	SAINT DENIS LE GAST	50450	50463	25	48.95	-1.333333	1.02
 Saint-Denis-le-Vêtu 	SAINT DENIS LE VETU	50210	50464	25	48.983333	-1.4	1.62
 Saint-Ébremond-de-Bonfossé 	SAINT EBREMOND DE BONFOSSE	50750	50465	25	49.066667	-1.15	1.06
 Saint-Floxel 	SAINT FLOXEL  	50310	50467	25	49.5	-1.35	1.36
 Saint-Fromond 	SAINT FROMOND  	50620	50468	25	49.216667	-1.1	1.48
 Sainte-Geneviève 	SAINTE GENEVIEVE  	50760	50469	25	49.65	-1.316667	1.87
 Saint-Georges-de-Bohon 	SAINT GEORGES DE BOHON	50500	50470	25	49.25	-1.25	0.53
 Saint-Georges-de-Livoye 	SAINT GEORGES DE LIVOYE	50370	50472	25	48.733333	-1.216667	1.23
 Saint-Georges-d'Elle 	SAINT GEORGES D ELLE	50680	50473	25	49.15	-0.966667	2.06
 Saint-Georges-de-Rouelley 	SAINT GEORGES DE ROUELLEY	50720	50474	25	48.60291	-0.77024	-1
 Saint-Georges-Montcocq 	SAINT GEORGES MONTCOCQ 	50000	50475	25	49.133333	-1.083333	1.42
 Saint-Germain-d'Elle 	SAINT GERMAIN D ELLE	50810	50476	25	49.116667	-0.916667	2.33
 Saint-Germain-des-Vaux 	SAINT GERMAIN DES VAUX	50440	50477	25	49.71269	-1.92054	-1
 Saint-Germain-de-Tournebut 	SAINT GERMAIN DE TOURNEBUT	50700	50478	25	49.533333	-1.383333	1.68
 Saint-Germain-de-Varreville 	SAINT GERMAIN DE VARREVILLE	50480	50479	25	49.433333	-1.25	1.13
 Saint-Germain-le-Gaillard 	SAINT GERMAIN LE GAILLARD	50340	50480	25	49.483333	-1.783333	2.41
 Saint-Germain-sur-Ay 	SAINT GERMAIN SUR AY	50430	50481	25	49.233333	-1.6	1.41
 Saint-Germain-sur-Sèves 	SAINT GERMAIN SUR SEVES	50190	50482	25	49.216667	-1.366667	0.44
 Saint-Gilles 	SAINT GILLES  	50180	50483	25	49.1	-1.166667	0.96
 Saint-Hilaire-du-Harcouët 	SAINT HILAIRE DU HARCOUET	50600	50484	25	48.583333	-1.1	1.74
 Saint-Hilaire-Petitville 	SAINT HILAIRE PETITVILLE 	50500	50485	25	49.3	-1.233333	0.68
 Saint-Jacques-de-Néhou 	SAINT JACQUES DE NEHOU	50390	50486	25	49.416667	-1.616667	1.76
 Saint-James 	SAINT JAMES  	50240	50487	25	48.533333	-1.316667	1.91
 Saint-Jean-de-Daye 	SAINT JEAN DE DAYE	50880	50488	25	49.233333	-1.133333	1.41
 Saint-Jean-de-la-Haize 	SAINT JEAN DE LA	50300	50489	25	48.7	-1.366667	1.34
 Saint-Jean-de-la-Rivière 	SAINT JEAN DE LA	50270	50490	25	49.366667	-1.7	1.96
 Saint-Jean-de-Savigny 	SAINT JEAN DE SAVIGNY	50680	50491	25	49.2	-0.983333	1.97
 Saint-Jean-des-Baisants 	SAINT JEAN DES BAISANTS	50810	50492	25	49.1	-0.966667	2.06
 Saint-Jean-des-Champs 	SAINT JEAN DES CHAMPS	50320	50493	25	48.833333	-1.466667	1.72
 Saint-Jean-du-Corail 	SAINT JEAN DU CORAIL	50140	50494	25	48.608333	-0.908333	-1
 Saint-Jean-le-Thomas 	SAINT JEAN LE THOMAS	50530	50496	25	48.733333	-1.516667	1.23
 Saint-Jores 	SAINT JORES  	50250	50497	25	49.3	-1.416667	1.22
 Saint-Joseph 	SAINT JOSEPH  	50700	50498	25	49.533333	-1.533333	1.47
 Saint-Laurent-de-Cuves 	SAINT LAURENT DE CUVES	50670	50499	25	48.75	-1.116667	1.24
 Saint-Laurent-de-Terregatte 	SAINT LAURENT DE TERREGATTE	50111	50500	25	48.566667	-1.25	1.79
 Saint-Léger 	SAINT LEGER  	50320	50501	25	48.8	-1.483333	2
 Saint-Lô 	SAINT LO  	50000	50502	25	49.116667	-1.083333	1.42
 Saint-Lo-d'Ourville 	SAINT LO D OURVILLE	50580	50503	25	49.333333	-1.666667	1.77
 Saint-Louet-sur-Vire 	SAINT LOUET SUR VIRE	50420	50504	25	48.983333	-0.983333	1.97
 Saint-Loup 	SAINT LOUP  	50300	50505	25	48.666667	-1.3	1.46
 Saint-Malo-de-la-Lande 	SAINT MALO DE LA	50200	50506	25	49.066667	-1.533333	1.18
 Sainte-Marie-du-Bois 	SAINTE MARIE DU BOIS	50640	50508	25	48.566667	-0.9	2.42
 Sainte-Marie-du-Mont 	SAINTE MARIE DU MONT	50480	50509	25	49.383333	-1.216667	1.28
 Saint-Martin-d'Aubigny 	SAINT MARTIN D AUBIGNY	50190	50510	25	49.166667	-1.35	0.87
 Saint-Martin-d'Audouville 	SAINT MARTIN D AUDOUVILLE	50310	50511	25	49.533333	-1.333333	1.47
 Saint-Martin-de-Bonfossé 	SAINT MARTIN DE BONFOSSE	50750	50512	25	49.05	-1.166667	0.96
 Saint-Martin-de-Cenilly 	SAINT MARTIN DE CENILLY	50210	50513	25	48.983333	-1.283333	1.16
 Saint-Martin-de-Landelles 	SAINT MARTIN DE LANDELLES	50730	50515	25	48.55	-1.183333	1.85
 Saint-Martin-des-Champs 	SAINT MARTIN DES CHAMPS	50300	50516	25	48.666667	-1.333333	1.46
 Saint-Martin-de-Varreville 	SAINT MARTIN DE VARREVILLE	50480	50517	25	49.433333	-1.233333	1.15
 Saint-Martin-le-Bouillant 	SAINT MARTIN LE BOUILLANT	50800	50518	25	48.783333	-1.183333	1.06
 Saint-Martin-le-Gréard 	SAINT MARTIN LE GREARD	50690	50519	25	49.55	-1.65	1.68
 Saint-Maur-des-Bois 	SAINT MAUR DES BOIS	50800	50521	25	48.816667	-1.15	1.16
 Saint-Maurice-en-Cotentin 	SAINT MAURICE EN COTENTIN	50270	50522	25	49.383333	-1.7	1.96
 Sainte-Mère-Église 	SAINTE MERE EGLISE 	50480	50523	25	49.416667	-1.316667	1.08
 Saint-Michel-de-la-Pierre 	SAINT MICHEL DE LA	50490	50524	25	49.133333	-1.383333	0.39
 Saint-Michel-de-Montjoie 	SAINT MICHEL DE MONTJOIE	50670	50525	25	48.733333	-1.033333	1.69
 Saint-Michel-des-Loups 	SAINT MICHEL DES LOUPS	50740	50526	25	48.766667	-1.533333	1.12
 Saint-Nicolas-de-Pierrepont 	SAINT NICOLAS DE PIERREPONT	50250	50528	25	49.316667	-1.583333	1.32
 Saint-Pair-sur-Mer 	SAINT PAIR SUR MER	50380	50532	25	48.816667	-1.566667	1.23
 Saint-Patrice-de-Claids 	SAINT PATRICE DE CLAIDS	50190	50533	25	49.233333	-1.433333	0.95
 Saint-Pellerin 	SAINT PELLERIN  	50500	50534	25	49.3	-1.183333	1.16
 Sainte-Pience 	SAINTE PIENCE  	50870	50535	25	48.75	-1.3	1.17
 Saint-Pierre-d'Arthéglise 	SAINT PIERRE D ARTHEGLISE	50270	50536	25	49.416667	-1.683333	1.87
 Saint-Pierre-de-Semilly 	SAINT PIERRE DE SEMILLY	50810	50538	25	49.116667	-1	1.88
 Saint-Pierre-Église 	SAINT PIERRE EGLISE 	50840	50539	25	49.666667	-1.4	1.92
 Saint-Pierre-Langers 	SAINT PIERRE LANGERS 	50530	50540	25	48.783333	-1.5	1.28
 Saint-Planchers 	SAINT PLANCHERS  	50400	50541	25	48.816667	-1.516667	1.22
 Saint-Pois 	SAINT POIS  	50670	50542	25	48.75	-1.066667	1.51
 Saint-Quentin-sur-le-Homme 	SAINT QUENTIN SUR LE	50220	50543	25	48.65	-1.316667	1.51
 Saint-Rémy-des-Landes 	SAINT REMY DES LANDES	50580	50544	25	49.283333	-1.633333	1.76
 Saint-Romphaire 	SAINT ROMPHAIRE  	50750	50545	25	49.033333	-1.1	1.33
 Saint-Samson-de-Bonfossé 	SAINT SAMSON DE BONFOSSE	50750	50546	25	49.05	-1.133333	1.15
 Saint-Sauveur-de-Chaulieu 	SAINT SAUVEUR DE CHAULIEU	50150	50547	25	48.75	-0.85	2.7
 Saint-Sauveur-de-Pierrepont 	SAINT SAUVEUR DE PIERREPONT	50250	50548	25	49.333333	-1.583333	1.32
 Saint-Sauveur-la-Pommeraye 	SAINT SAUVEUR LA POMMERAYE	50510	50549	25	48.85	-1.45	0.93
 Saint-Sauveur-Lendelin 	SAINT SAUVEUR LENDELIN 	50490	50550	25	49.133333	-1.416667	0.41
 Saint-Sauveur-le-Vicomte 	SAINT SAUVEUR LE VICOMTE	50390	50551	25	49.383333	-1.533333	1.04
 Saint-Sébastien-de-Raids 	SAINT SEBASTIEN DE RAIDS	50190	50552	25	49.183333	-1.366667	0.47
 Saint-Senier-de-Beuvron 	SAINT SENIER DE BEUVRON	50240	50553	25	48.583333	-1.316667	1.74
 Saint-Senier-sous-Avranches 	SAINT SENIER SOUS AVRANCHES	50300	50554	25	48.683333	-1.333333	1.4
 Sainte-Suzanne-en-Bauptois 	SAINTE SUZANNE EN BAUPTOIS	50250	50555	25	49.316667	-1.433333	1.01
 Sainte-Suzanne-sur-Vire 	SAINTE SUZANNE SUR VIRE	50750	50556	25	49.066667	-1.066667	1.66
 Saint-Symphorien-des-Monts 	SAINT SYMPHORIEN DES MONTS	50640	50557	25	48.55	-1	1.88
 Saint-Symphorien-le-Valois 	SAINT SYMPHORIEN LE VALOIS	50250	50558	25	49.3	-1.55	1.14
 Saint-Symphorien-les-Buttes 	SAINT SYMPHORIEN LES BUTTES	50160	50559	25	49.016667	-0.916667	2.33
 Saint-Ursin 	SAINT URSIN  	50320	50561	25	48.8	-1.433333	1
 Saint-Vaast-la-Hougue 	SAINT VAAST LA HOUGUE	50550	50562	25	49.6	-1.266667	1.7
 Saint-Vigor-des-Monts 	SAINT VIGOR DES MONTS	50420	50563	25	48.916667	-1.083333	1.42
 Sainteny 	SAINTENY   	50500	50564	25	49.233333	-1.316667	1.1
 Sartilly 	SARTILLY   	50530	50565	25	48.75	-1.45	1.17
 Saussemesnil 	SAUSSEMESNIL   	50700	50567	25	49.566667	-1.466667	1.58
 Saussey 	SAUSSEY   	50200	50568	25	49.016667	-1.433333	1.2
 Savigny 	SAVIGNY   	50210	50569	25	49.05	-1.333333	0.65
 Savigny-le-Vieux 	SAVIGNY LE VIEUX 	50640	50570	25	48.516667	-1.05	1.96
 Sébeville 	SEBEVILLE   	50480	50571	25	49.383333	-1.283333	0.97
 Senoville 	SENOVILLE   	50270	50572	25	49.433333	-1.766667	2.32
 Servigny 	SERVIGNY   	50200	50573	25	49.1	-1.466667	0.68
 Servon 	SERVON   	50170	50574	25	48.6	-1.416667	1.68
 Sideville 	SIDEVILLE   	50690	50575	25	49.583333	-1.683333	1.87
 Sortosville-en-Beaumont 	SORTOSVILLE EN BEAUMONT 	50270	50577	25	49.433333	-1.716667	2.05
 Sortosville 	SORTOSVILLE   	50310	50578	25	49.483333	-1.433333	1.83
 Sottevast 	SOTTEVAST   	50260	50579	25	49.516667	-1.6	1.42
 Sotteville 	SOTTEVILLE   	50340	50580	25	49.533333	-1.75	2.23
 Soulles 	SOULLES   	50750	50581	25	49.016667	-1.183333	1.23
 Sourdeval 	SOURDEVAL   	50150	50582	25	48.733333	-0.933333	2.24
 Sourdeval-les-Bois 	SOURDEVAL LES BOIS 	50450	50583	25	48.916667	-1.266667	1.29
 Subligny 	SUBLIGNY   	50870	50584	25	48.75	-1.366667	2
 Surtainville 	SURTAINVILLE   	50270	50585	25	49.466667	-1.816667	2.6
 Surville 	SURVILLE   	50250	50586	25	49.283333	-1.65	1.78
 Tamerville 	TAMERVILLE   	50700	50588	25	49.533333	-1.45	1.47
 Tanis 	TANIS   	50170	50589	25	48.583333	-1.45	1.74
 Le Tanu 	LE TANU  	50320	50590	25	48.816667	-1.35	1.39
 Le Teilleul 	LE TEILLEUL  	50640	50591	25	48.55	-0.883333	2.52
 Tessy-sur-Vire 	TESSY SUR VIRE 	50420	50592	25	48.966667	-1.066667	1.51
 Teurthéville-Bocage 	TEURTHEVILLE BOCAGE  	50630	50593	25	49.583333	-1.383333	1.64
 Teurthéville-Hague 	TEURTHEVILLE HAGUE  	50690	50594	25	49.583333	-1.733333	2.14
 Théville 	THEVILLE   	50330	50596	25	49.65	-1.416667	1.87
 Tirepied 	TIREPIED   	50870	50597	25	48.716667	-1.266667	1.55
 Tocqueville 	TOCQUEVILLE   	50330	50598	25	49.666667	-1.333333	1.92
 Tollevast 	TOLLEVAST   	50470	50599	25	49.566667	-1.633333	1.59
 Tonneville 	TONNEVILLE   	50460	50600	25	49.633333	-1.716667	2.05
 Torigni-sur-Vire 	TORIGNI SUR VIRE 	50160	50601	25	49.033333	-0.983333	1.97
 Tourlaville 	TOURLAVILLE   	50110	50602	25	49.633333	-1.566667	1.81
 Tourville-sur-Sienne 	TOURVILLE SUR SIENNE 	50200	50603	25	49.05	-1.55	1.53
 Tréauville 	TREAUVILLE   	50340	50604	25	49.516667	-1.816667	2.6
 Trelly 	TRELLY   	50660	50605	25	48.966667	-1.433333	1.3
 Tribehou 	TRIBEHOU   	50620	50606	25	49.216667	-1.233333	1.18
 La Trinité 	LA TRINITE  	50800	50607	25	48.783333	-1.233333	1.06
 Troisgots 	TROISGOTS   	50420	50608	25	49.016667	-1.066667	1.51
 Turqueville 	TURQUEVILLE   	50480	50609	25	49.416667	-1.283333	1.08
 Urville 	URVILLE   	50700	50610	25	49.45	-1.433333	1.19
 Urville-Nacqueville 	URVILLE NACQUEVILLE  	50460	50611	25	49.683333	-1.733333	2.14
 Vains 	VAINS   	50300	50612	25	48.683333	-1.416667	1.99
 Valcanville 	VALCANVILLE   	50760	50613	25	49.633333	-1.316667	1.81
 Le Valdecie 	LE VALDECIE  	50260	50614	25	49.416667	-1.65	1.68
 Valognes 	VALOGNES   	50700	50615	25	49.516667	-1.466667	1.42
 Le Val-Saint-Père 	LE VAL SAINT PERE	50300	50616	25	48.666667	-1.35	1.46
 Varenguebec 	VARENGUEBEC   	50250	50617	25	49.333333	-1.5	0.86
 Varouville 	VAROUVILLE   	50330	50618	25	49.666667	-1.366667	1.92
 Le Vast 	LE VAST  	50630	50619	25	49.616667	-1.35	1.75
 Vasteville 	VASTEVILLE   	50440	50620	25	49.6	-1.766667	2.32
 Vaudreville 	VAUDREVILLE   	50310	50621	25	49.516667	-1.366667	1.42
 Vaudrimesnil 	VAUDRIMESNIL   	50490	50622	25	49.15	-1.416667	0.51
 La Vendelée 	LA VENDELEE  	50200	50624	25	49.083333	-1.466667	0.68
 Vengeons 	VENGEONS   	50150	50625	25	48.75	-0.916667	2.33
 Ver 	VER   	50450	50626	25	48.9	-1.383333	1.32
 Vergoncey 	VERGONCEY   	50240	50627	25	48.566667	-1.4	1.79
 Vernix 	VERNIX   	50370	50628	25	48.716667	-1.233333	1.29
 Vesly 	VESLY   	50430	50629	25	49.25	-1.5	0.92
 Vessey 	VESSEY   	50170	50630	25	48.516667	-1.433333	1.96
 Les Veys 	LES VEYS  	50500	50631	25	49.316667	-1.15	1.69
 Vezins 	VEZINS   	50540	50632	25	48.6	-1.233333	1.68
 Le Vicel 	LE VICEL  	50760	50633	25	49.633333	-1.316667	1.81
 Videcosville 	VIDECOSVILLE   	50630	50634	25	49.566667	-1.366667	1.58
 Vidouville 	VIDOUVILLE   	50810	50635	25	49.1	-0.9	2.42
 Vierville 	VIERVILLE   	50480	50636	25	49.366667	-1.25	0.91
 Villebaudon 	VILLEBAUDON   	50410	50637	25	48.966667	-1.166667	0.96
 Villechien 	VILLECHIEN   	50140	50638	25	48.583333	-0.983333	1.97
 Villedieu-les-Poëles 	VILLEDIEU LES POELES 	50800	50639	25	48.833333	-1.216667	0.89
 Villiers-le-Pré 	VILLIERS LE PRE 	50240	50640	25	48.55	-1.4	1.85
 Villiers-Fossard 	VILLIERS FOSSARD  	50680	50641	25	49.166667	-1.066667	1.51
 Vindefontaine 	VINDEFONTAINE   	50250	50642	25	49.333333	-1.416667	1.25
 Virandeville 	VIRANDEVILLE   	50690	50643	25	49.566667	-1.75	2.23
